Drug_ID,Protein_ID,KIBA_affinity
CHEMBL394790,P51957,3.799999763
CHEMBL539474,O95819,2.600003087
CHEMBL1908396,Q86Z02,4.0
CHEMBL1976090,O75116,2.600003087
CHEMBL2002726,P12931,3.299999496
CHEMBL1970142,P23443,1.499961866
CHEMBL558752,Q9HAZ1,4.0
CHEMBL1970142,O43293,3.100001583
CHEMBL124660,P50613,3.799999907
CHEMBL2004692,Q13464,3.699999798
CHEMBL103667,Q07912,3.750000161
CHEMBL1983640,P09619,0.301029996
CHEMBL1975534,P11309,4.0
CHEMBL1967336,O14965,3.199999125
CHEMBL1986186,P08069,3.0
CHEMBL2001485,P51957,3.400000617
CHEMBL1987359,P06213,3.699999798
CHEMBL324153,P35968,1.491361694
CHEMBL2003657,O96017,4.0
CHEMBL576982,Q16512,4.0
CHEMBL572881,Q14012,4.0
CHEMBL296468,Q9Y243,4.0
CHEMBL1983963,Q8TDC3,4.0
CHEMBL1967531,Q13131,3.199999125
CHEMBL1971021,Q9UM73,2.099991234
CHEMBL386760,P24941,4.602059991
CHEMBL1236107,P00533,4.0
CHEMBL1908396,P50750,4.0
CHEMBL249697,Q8TD08,3.653212514
CHEMBL1999112,P51451,1.599992178
CHEMBL1987430,P51817,3.500000321
CHEMBL394790,P43405,3.199999125
CHEMBL148333,P24723,4.176091259
CHEMBL941,P27361,3.779601317
CHEMBL1999112,P48730,3.899999872
CHEMBL522892,P06239,1.848941454
CHEMBL1230790,P42336,2.681241237
CHEMBL2003482,P53350,3.899999872
CHEMBL2000801,Q9Y4K4,3.899999872
CHEMBL583042,P08581,3.602059991
CHEMBL1241674,Q8IWQ3,1.62324929
CHEMBL234085,P07949,3.599999814
CHEMBL1971029,P10721,1.899984563
CHEMBL1974328,Q04759,2.600003087
CHEMBL1999484,P51812,2.700002397
CHEMBL1682552,O43781,2.600003087
CHEMBL206783,P49841,4.0
CHEMBL1975900,O15264,3.899999872
CHEMBL1975490,P51957,3.799999763
CHEMBL2004159,P49841,3.599999814
CHEMBL1999112,Q06187,3.100001583
CHEMBL1996111,P12931,3.299999496
CHEMBL1991734,O94806,2.600003087
CHEMBL2004934,Q9BXA7,3.199999125
CHEMBL220057,Q9NR20,3.899999872
CHEMBL1290072,O14965,6.0
CHEMBL7064,Q00535,3.5
CHEMBL1979176,O75116,3.899999872
CHEMBL1908395,Q16620,2.079181246
CHEMBL2312301,Q12866,3.670245853
CHEMBL1990254,P10721,3.100001583
CHEMBL464552,Q8IW41,4.0
CHEMBL576982,Q8NFD2,4.0
CHEMBL38380,P28482,3.899999872
CHEMBL1973016,P52333,3.699999798
CHEMBL2312304,Q05513,4.477121255
CHEMBL1975900,P07948,3.199999125
CHEMBL485053,O43781,3.146128036
CHEMBL1977681,P51812,3.599999814
CHEMBL1982610,Q9H2G2,4.0
CHEMBL2002165,O00444,1.599992178
CHEMBL1968151,Q13557,3.799999763
CHEMBL1969506,P35916,3.799999763
CHEMBL1992536,Q13627,3.400000617
CHEMBL601719,Q8TDR2,2.785329835
CHEMBL2002726,P49840,2.500003068
CHEMBL576982,P50750,4.0
CHEMBL1966343,P17612,3.299999496
CHEMBL16958,Q13557,2.264817823
CHEMBL1241674,Q9NYY3,3.146128036
CHEMBL411903,Q96KB5,4.0
CHEMBL220057,O15111,3.599999814
CHEMBL1994724,P11309,3.799999763
CHEMBL1971694,O00418,3.599999814
CHEMBL1977681,P06493,3.299999496
CHEMBL1721885,P42680,4.0
CHEMBL1968127,P51451,3.199999125
CHEMBL2000652,P51451,2.300008203
CHEMBL1969588,Q8NE63,2.600003087
CHEMBL1992634,O00311,3.100001583
CHEMBL245212,P22612,4.012837225
CHEMBL2007073,Q04771,3.599999814
CHEMBL1289926,P16591,4.0
CHEMBL2004871,P51451,3.199999125
CHEMBL2005112,P51617,3.699999798
CHEMBL583187,P24941,3.0
CHEMBL379218,P29376,4.0
CHEMBL1973711,Q15303,3.599999814
CHEMBL1972937,P51812,3.899999872
CHEMBL1977619,P00533,4.299999931
CHEMBL95812,P17252,5.021189299
CHEMBL1969042,Q14680,3.0
CHEMBL2004515,P34947,3.500000321
CHEMBL1230122,Q9UM73,3.100001583
CHEMBL184847,Q7L7X3,4.0
CHEMBL1973016,O94806,3.599999814
CHEMBL225519,Q96RG2,2.400002346
CHEMBL1993781,P16591,3.199999125
CHEMBL1970735,P49840,3.899999872
CHEMBL1978014,P16591,3.199999125
CHEMBL941,Q96GD4,3.849999899
CHEMBL2007064,P27448,3.199999125
CHEMBL1979883,Q13188,3.0
CHEMBL1614701,Q13177,4.0
CHEMBL1949788,P06213,4.698970004
CHEMBL493937,P57078,4.0
CHEMBL560813,P42685,3.400000617
CHEMBL249697,Q8NG66,4.0
CHEMBL525191,Q00537,4.0
CHEMBL322712,P05771,5.301029996
CHEMBL1825138,P08581,1.105275024
CHEMBL1982383,Q9H2G2,3.899999872
CHEMBL526133,Q5VT25,3.500000321
CHEMBL1982924,P51957,2.800001828
CHEMBL223360,Q9Y2U5,4.0
CHEMBL464552,Q9H2K8,3.146128036
CHEMBL2003341,Q9Y4K4,3.899999872
CHEMBL1890036,Q14012,3.899999872
CHEMBL296682,P04049,5.0
CHEMBL1967531,P35916,2.300008203
CHEMBL2312303,P28482,4.151982395
CHEMBL2003456,O60674,3.199999125
CHEMBL1765740,P43405,4.399985056
CHEMBL1242377,P42336,2.271841607
CHEMBL1965845,O43293,3.100001583
CHEMBL1986177,P49841,3.599999814
CHEMBL1933552,O00141,4.477121255
CHEMBL14762,Q8N752,4.0
CHEMBL1287853,P54764,3.602059991
CHEMBL327300,P11362,5.0
CHEMBL394619,Q05397,3.199999125
CHEMBL2006188,Q96SB4,3.899999872
CHEMBL1908397,Q13464,2.477121255
CHEMBL2007266,O14965,3.199999125
CHEMBL1974935,P29597,3.299999496
CHEMBL939,O14733,4.0
CHEMBL1970369,P49840,3.899999872
CHEMBL449392,Q15139,4.301029996
CHEMBL1972937,Q05655,3.899999872
CHEMBL1992922,P17612,3.199999125
CHEMBL1682360,Q15303,3.599999814
CHEMBL1236126,O75582,3.299999496
CHEMBL223360,P07947,4.0
CHEMBL83790,P17252,0.342422681
CHEMBL1992740,P52333,3.199999125
CHEMBL1287853,P27361,4.0
CHEMBL1980704,P00533,3.299999496
CHEMBL1982383,P49137,3.899999872
CHEMBL1985074,Q13131,2.600003087
CHEMBL268368,P22612,3.301029996
CHEMBL1996649,P34947,3.599999814
CHEMBL601719,P23458,3.25925697
CHEMBL2004692,O15075,4.0
CHEMBL210887,Q13464,4.0
CHEMBL189338,P43403,3.0
CHEMBL561708,P07948,4.698970004
CHEMBL1970074,P51817,3.100001583
CHEMBL1973961,Q9Y463,3.400000617
CHEMBL1990496,Q9UM73,3.599999814
CHEMBL394619,Q9Y6M4,3.799999763
CHEMBL1908393,Q00526,4.0
CHEMBL2005528,P29317,3.500000321
CHEMBL2001641,P09619,4.699999971
CHEMBL220241,P07948,3.199999125
CHEMBL1981792,Q16288,3.500000321
CHEMBL535,P21709,4.0
CHEMBL608154,O43293,4.0
CHEMBL513909,Q9H3Y6,4.0
CHEMBL1992536,P68400,3.799999763
CHEMBL1967094,P16591,3.199999125
CHEMBL1989708,Q7L7X3,2.350005274
CHEMBL1964644,P51451,3.199999125
CHEMBL1965910,Q9NWZ3,4.0
CHEMBL1988594,Q13882,3.400000617
CHEMBL1242470,O00329,2.854913022
CHEMBL572881,Q92630,4.0
CHEMBL601719,Q13043,2.763427994
CHEMBL300138,Q8TDX7,4.0
CHEMBL1982541,P31749,3.799999763
CHEMBL1929238,P29317,4.204119983
CHEMBL1967564,Q13131,3.799999763
CHEMBL2006450,Q9UQM7,3.899999872
CHEMBL2004716,P27448,2.700002397
CHEMBL1989708,Q8TDC3,3.949999936
CHEMBL1997924,P07333,1.599992178
CHEMBL2001257,P42679,3.299999496
CHEMBL1997617,P30530,2.099991234
CHEMBL1996831,Q9HBH9,4.0
CHEMBL210928,Q13882,3.400000617
CHEMBL231568,P53779,4.602059991
CHEMBL1971186,P06493,3.899999872
CHEMBL124660,Q15375,4.0
CHEMBL1979690,Q7L7X3,1.700011062
CHEMBL1967252,Q04912,4.099999858
CHEMBL1970522,O00444,3.299999496
CHEMBL1986603,P48730,3.899999872
CHEMBL1992042,Q04759,3.0
CHEMBL1975208,Q16513,3.899999872
CHEMBL1993661,Q9BZL6,2.0
CHEMBL1980142,Q05655,3.899999872
CHEMBL1975121,P31751,3.650000244
CHEMBL1241681,P08631,2.73239376
CHEMBL1336,P07947,4.0
CHEMBL404367,P04629,3.299999496
CHEMBL1989474,Q9HBY8,4.0
CHEMBL440084,Q59H18,4.0
CHEMBL296468,P31152,3.612783857
CHEMBL1970340,P45984,3.599999814
CHEMBL1969502,P07948,3.199999125
CHEMBL318650,Q02156,4.977723605
CHEMBL1992796,Q9Y243,4.0
CHEMBL1242289,P00533,2.88536122
CHEMBL1908392,O94921,2.672097858
CHEMBL221959,P07333,4.0
CHEMBL1970873,O95819,4.500000047
CHEMBL411351,P05129,4.176091259
CHEMBL1419458,Q7L7X3,4.0
CHEMBL1969879,P49760,3.899999872
CHEMBL52387,P06239,3.400000617
CHEMBL1968705,P06493,3.899999872
CHEMBL1236107,Q9NQU5,4.0
CHEMBL485556,Q00535,4.0
CHEMBL377734,P09619,2.301029996
CHEMBL2004544,P49137,3.299999496
CHEMBL235157,O43293,3.599999814
CHEMBL202721,P49336,3.599999814
CHEMBL2007002,Q16644,4.0
CHEMBL1979773,P08069,3.400000617
CHEMBL1964804,P51817,2.900000965
CHEMBL1975500,P49841,2.700002397
CHEMBL1988838,P07948,2.0
CHEMBL1614701,P19784,4.0
CHEMBL103667,O96017,3.943925015
CHEMBL392642,Q05655,1.2999429
CHEMBL1991678,P68400,3.799999763
CHEMBL1998680,Q96GD4,3.599999814
CHEMBL2001224,Q13555,3.799999763
CHEMBL24828,Q8N4C8,3.531478917
CHEMBL259922,P04049,4.477121255
CHEMBL484390,Q9HBH9,4.0
CHEMBL1972576,Q86V86,3.899999872
CHEMBL572878,Q9P1W9,3.599999563
CHEMBL539474,P42679,2.600003087
CHEMBL1973961,P51812,3.500000321
CHEMBL432622,Q02156,5.301029996
CHEMBL1966808,Q9BXA7,3.199999125
CHEMBL1985311,P36888,1.0
CHEMBL1287853,Q15349,3.624109281
CHEMBL183844,P51812,3.899999872
CHEMBL1970104,Q13131,2.099991234
CHEMBL2002586,P07949,3.299999496
CHEMBL1230122,Q96SB4,3.899999872
CHEMBL1986869,O15264,3.899999872
CHEMBL1516890,Q08881,2.300008203
CHEMBL1976040,Q9Y463,3.400000617
CHEMBL1976732,Q86V86,3.899999872
CHEMBL1978562,P49840,2.900000965
CHEMBL2000393,Q08881,2.900000965
CHEMBL440084,Q8IW41,4.0
CHEMBL1967116,Q13557,3.799999763
CHEMBL1972183,O43781,3.799999763
CHEMBL2048912,P12931,3.924279286
CHEMBL464552,Q96Q40,4.0
CHEMBL1989856,O00444,2.900000965
CHEMBL103667,Q13557,3.786925175
CHEMBL483321,Q9HBH9,2.924279286
CHEMBL574738,O00506,3.079181246
CHEMBL1986781,Q13557,3.799999763
CHEMBL1984038,P42679,3.299999496
CHEMBL456936,P12931,3.336459734
CHEMBL1971149,Q7L7X3,4.0
CHEMBL1983449,Q9H2X6,3.500000321
CHEMBL464552,Q9NY57,4.0
CHEMBL7064,Q9NWZ3,2.200001865
CHEMBL1242476,P35968,3.799340549
CHEMBL1985095,P27448,2.600003087
CHEMBL1966816,Q9BXA7,3.199999125
CHEMBL1965988,Q9NYL2,3.199999125
CHEMBL1985095,P31749,3.899999872
CHEMBL1976240,Q9H2G2,4.0
CHEMBL1982476,Q9NWZ3,4.0
CHEMBL2005699,Q9HAZ1,3.400000617
CHEMBL1989646,P51955,4.0
CHEMBL2001288,P30530,3.299999496
CHEMBL1966279,Q13555,3.799999763
CHEMBL340259,P24941,2.996511672
CHEMBL95692,P06213,3.699999798
CHEMBL2000429,Q96KB5,4.0
CHEMBL1966514,P04629,2.0
CHEMBL1986943,P15735,2.300008203
CHEMBL384304,Q13882,4.0
CHEMBL323336,Q16539,4.477121255
CHEMBL2000879,Q06418,4.399999925
CHEMBL14762,Q9P0L2,4.0
CHEMBL210032,Q05513,3.899999872
CHEMBL436817,Q16539,4.524609011
CHEMBL1979252,P53667,4.0
CHEMBL491473,Q16816,4.0
CHEMBL141247,Q05655,4.301029996
CHEMBL2001998,P68400,3.799999763
CHEMBL119385,P52333,3.799999907
CHEMBL432130,P17252,2.556302501
CHEMBL1985311,P45983,3.500000321
CHEMBL1979176,P42685,3.400000617
CHEMBL1988692,P49840,3.599999814
CHEMBL1972158,P27448,2.600003087
CHEMBL2002099,O95819,3.649999806
CHEMBL574738,P42684,0.531478917
CHEMBL1991395,Q13976,3.299999496
CHEMBL1242029,P42336,3.505149978
CHEMBL1994241,Q8IW41,3.199999125
CHEMBL508928,Q9Y243,4.0
CHEMBL1908391,Q02763,4.0
CHEMBL17370,Q13464,3.899999872
CHEMBL576982,P22455,4.0
CHEMBL1989265,P51955,4.0
CHEMBL31965,Q9UHD2,4.0
CHEMBL124660,Q9UM73,3.899999881
CHEMBL2005216,P11309,2.600003087
CHEMBL1980142,P42685,3.400000617
CHEMBL1236107,P57059,4.0
CHEMBL377300,P37173,4.0
CHEMBL1980407,Q9UHD2,0.899820502
CHEMBL1984700,Q9HAZ1,4.0
CHEMBL553,P41240,4.0
CHEMBL513909,P42336,4.0
CHEMBL2000071,P29317,3.699999798
CHEMBL1908392,Q9Y463,3.204119983
CHEMBL1974870,P07948,3.199999125
CHEMBL1993904,P45984,2.800001828
CHEMBL1990884,P08922,3.299999496
CHEMBL1974416,Q16513,3.100001583
CHEMBL340384,Q8N4C8,3.400000617
CHEMBL1972489,P49841,3.799999763
CHEMBL1971649,Q14012,3.799999763
CHEMBL1991138,O96017,3.699999798
CHEMBL1984633,Q16288,3.100001583
CHEMBL1241678,P48736,1.763427994
CHEMBL2000354,Q06187,3.100001583
CHEMBL1090360,P51817,3.199999125
CHEMBL1975208,Q13153,4.0
CHEMBL2003524,P08581,3.500000321
CHEMBL2322989,P54764,3.431363764
CHEMBL1995740,P48729,3.799999763
CHEMBL1980896,Q16620,3.100001583
CHEMBL1985092,P51617,3.899999872
CHEMBL1985406,O94806,3.699999798
CHEMBL1972142,Q9NWZ3,4.0
CHEMBL278041,Q16513,4.0
CHEMBL1727312,O00418,3.599999814
CHEMBL1289926,P09619,-0.244125144
CHEMBL1987533,P53667,4.0
CHEMBL221959,O75385,4.0
CHEMBL1997023,P30530,3.0
CHEMBL1991395,Q96KB5,4.0
CHEMBL266255,P12931,4.698970004
CHEMBL1992306,Q13131,3.199999125
CHEMBL1983595,P06493,4.0
CHEMBL460702,P11309,3.301029996
CHEMBL300138,Q02763,4.0
CHEMBL572878,P00519,1.225124554
CHEMBL1986781,Q13188,3.899999872
CHEMBL2006778,Q96KB5,4.0
CHEMBL1991180,Q13131,3.400000617
CHEMBL24828,Q9P0L2,4.0
CHEMBL437747,P07333,3.400000617
CHEMBL1999931,P41743,3.199999125
CHEMBL475251,Q8IYT8,1.278753601
CHEMBL1682360,Q96GD4,3.745097921
CHEMBL103667,Q9Y2H1,4.0
CHEMBL1721885,Q05397,3.079181246
CHEMBL1965423,P49840,3.899999872
CHEMBL184847,Q9NYL2,3.899999872
CHEMBL1998112,P06239,1.899984563
CHEMBL1985092,Q9HCP0,3.400000617
CHEMBL1988805,Q00535,3.400000617
CHEMBL2007073,P52333,3.699999798
CHEMBL1990885,Q13131,1.800029359
CHEMBL2003456,P12931,3.299999496
CHEMBL757,P06241,3.886056648
CHEMBL1991734,Q96GD4,2.800001828
CHEMBL438485,P68400,4.612783857
CHEMBL2000408,O75582,3.299999496
CHEMBL2005936,P08922,3.299999496
CHEMBL1164180,Q13464,3.0
CHEMBL592030,P10721,3.500000321
CHEMBL1964687,Q8IW41,3.199999125
CHEMBL1995813,Q9H4B4,3.899999872
CHEMBL342767,P41743,2.397940009
CHEMBL1999112,P00533,3.299999496
CHEMBL189963,P49336,3.599999814
CHEMBL1973145,P24941,3.899999872
CHEMBL377383,P07332,3.299999496
CHEMBL208286,Q15759,4.0
CHEMBL246970,Q9HBH9,3.199999125
CHEMBL572878,Q15569,3.748188027
CHEMBL1980896,P51617,2.900000965
CHEMBL1908394,Q9Y463,4.0
CHEMBL2001239,Q5VT25,3.599999814
CHEMBL1971694,O43781,3.799999763
CHEMBL1966035,Q9H2X6,3.500000321
CHEMBL939,Q04912,3.799999907
CHEMBL1982465,Q13976,3.299999496
CHEMBL1997759,P31749,3.899999872
CHEMBL1967612,P53667,4.399999925
CHEMBL2148053,P08069,4.0
CHEMBL1969372,P49137,3.899999872
CHEMBL2006237,Q9BZL6,3.400000617
CHEMBL105442,P29320,4.0
CHEMBL1813632,P16234,4.0
CHEMBL2001751,P29317,3.500000321
CHEMBL2004716,P05129,3.899999872
CHEMBL475251,P49759,3.079181246
CHEMBL1970083,P12931,1.800029359
CHEMBL1967302,O15075,4.0
CHEMBL31965,Q9HC98,4.0
CHEMBL607707,Q15418,4.0
CHEMBL1972258,Q13131,3.799999763
CHEMBL223360,P08631,3.885708622
CHEMBL1908395,Q96D53,4.0
CHEMBL1983025,Q8IW41,3.199999125
CHEMBL1973142,P53667,3.500000321
CHEMBL80941,P41743,5.0
CHEMBL1992673,P17948,4.799999969
CHEMBL261849,P35590,4.0
CHEMBL1964444,Q9UM73,3.599999814
CHEMBL2000429,P68400,3.799999763
CHEMBL554993,P00533,0.431363764
CHEMBL1984206,Q05655,3.899999872
CHEMBL1234815,P42336,3.041392685
CHEMBL1984039,Q9Y4K4,3.400000617
CHEMBL1985206,P45983,3.299999496
CHEMBL1982167,P53667,4.0
CHEMBL1988153,Q9H4B4,3.899999872
CHEMBL1983070,Q14164,3.500000321
CHEMBL1461728,O43781,3.0
CHEMBL1970074,O43293,3.100001583
CHEMBL444337,O94806,2.414973348
CHEMBL1978099,P06493,2.700002397
CHEMBL1969843,P08581,3.500000321
CHEMBL1973098,P28482,3.899999872
CHEMBL1982980,Q9BZL6,3.799999763
CHEMBL1971649,Q8IW41,3.199999125
CHEMBL272453,O15264,3.899999872
CHEMBL1834657,P52333,4.0
CHEMBL86771,Q9H2X6,3.51851394
CHEMBL1989029,O75582,3.299999496
CHEMBL2004615,Q13627,2.800001828
CHEMBL2003271,Q9NR20,3.899999872
CHEMBL2010872,O96017,2.146128036
CHEMBL1997846,Q13557,3.500000321
CHEMBL1997129,O96017,1.200029267
CHEMBL1983945,P16234,3.400000617
CHEMBL242865,P50613,3.599999814
CHEMBL221959,P27361,4.0
CHEMBL91829,P14616,4.0
CHEMBL2312652,O96017,4.477121255
CHEMBL1979093,P51451,2.200001865
CHEMBL1973098,O00311,2.0
CHEMBL1980142,Q9HCP0,3.799999763
CHEMBL31965,P19784,4.0
CHEMBL440084,P45983,3.849999899
CHEMBL2001224,Q8N4C8,3.899999872
CHEMBL78464,Q15139,4.397940009
CHEMBL1966524,P07948,3.199999125
CHEMBL1971943,P22607,3.199999125
CHEMBL1982610,Q7L7X3,4.0
CHEMBL1968459,P49841,1.700011062
CHEMBL1908392,P36897,3.62324929
CHEMBL450786,P51813,4.0
CHEMBL1908393,P07947,1.681241237
CHEMBL1996702,P07949,2.800001828
CHEMBL100102,Q02156,4.602059991
CHEMBL1973868,Q14164,3.500000321
CHEMBL24828,P28482,4.0
CHEMBL24828,Q86UX6,4.0
CHEMBL1336,Q9NYL2,0.999684908
CHEMBL1990346,P12931,3.500000321
CHEMBL1984500,Q00535,4.799999969
CHEMBL215943,P43405,2.465382851
CHEMBL1985406,O96017,3.199999125
CHEMBL1173655,P07333,4.0
CHEMBL1965660,Q15303,3.599999814
CHEMBL2000114,O00311,3.100001583
CHEMBL1908396,P10721,0.752574989
CHEMBL2001751,P35916,1.400019635
CHEMBL1991800,Q8N4C8,3.500000321
CHEMBL1988594,P06493,1.700011062
CHEMBL1997534,P00533,3.299999496
CHEMBL1973145,Q14680,3.199999125
CHEMBL576982,O43283,4.0
CHEMBL1964718,P51817,4.899999981
CHEMBL1997349,P53350,3.899999872
CHEMBL1975647,P27448,3.799999763
CHEMBL2004072,O14757,3.899999872
CHEMBL259084,P51812,3.700000308
CHEMBL1971029,Q8NE63,2.900000965
CHEMBL1270399,Q9NWZ3,3.255272505
CHEMBL1986263,Q9BZL6,1.10002573
CHEMBL1979883,Q00535,4.0
CHEMBL1999112,P08069,3.299999496
CHEMBL1236126,P49840,3.899999872
CHEMBL1970142,Q13557,3.799999763
CHEMBL1988537,Q14680,3.199999125
CHEMBL1985092,Q13153,4.0
CHEMBL2006631,P07332,3.0
CHEMBL306380,Q8TDC3,4.0
CHEMBL1727312,Q00535,4.099999858
CHEMBL231209,Q7L7X3,3.500000321
CHEMBL554,P07948,3.599999563
CHEMBL1969537,Q7L7X3,3.199999125
CHEMBL1996702,Q9UM73,2.400002346
CHEMBL105442,Q8TDX7,4.0
CHEMBL2003420,P51451,3.199999125
CHEMBL1967094,P49760,3.400000617
CHEMBL1173655,O14965,4.0
CHEMBL1241859,P54760,3.861534411
CHEMBL10,Q5S007,3.700000308
CHEMBL262623,P50750,4.799999969
CHEMBL379218,Q15208,4.0
CHEMBL1983630,Q12851,4.500000047
CHEMBL47940,P05771,4.51851394
CHEMBL103055,P09619,3.643452676
CHEMBL2003286,Q9Y243,4.0
CHEMBL1980407,O95819,0.699837726
CHEMBL103667,P17612,3.722085065
CHEMBL1972158,Q9NYL2,3.899999872
CHEMBL1982992,P42685,3.199999125
CHEMBL1995172,Q7L7X3,3.899999872
CHEMBL2005936,Q96KB5,3.699999798
CHEMBL1979057,P00533,3.299999496
CHEMBL213505,Q13554,3.899999872
CHEMBL1998611,P43405,2.900000965
CHEMBL105442,Q8TD19,4.0
CHEMBL1993904,Q9UM73,3.400000617
CHEMBL454440,P53350,3.944482672
CHEMBL1421,P49674,3.176091259
CHEMBL1994638,P12931,3.0
CHEMBL1992323,P29597,3.299999496
CHEMBL939,P57059,4.0
CHEMBL507936,Q00535,4.0
CHEMBL1983932,O00444,3.599999814
CHEMBL377300,Q9H422,4.0
CHEMBL1973868,Q9UQM7,3.599999814
CHEMBL572878,Q13233,4.0
CHEMBL1991078,Q13554,3.100001583
CHEMBL225519,P78368,1.800029359
CHEMBL513909,Q00535,4.0
CHEMBL599224,P49841,1.447158031
CHEMBL2004311,Q9Y243,4.0
CHEMBL1979690,Q16288,2.800001828
CHEMBL1240703,Q07002,4.0
CHEMBL394790,P08581,3.500000321
CHEMBL535,P80192,3.531478917
CHEMBL1971021,P27448,3.799999763
CHEMBL461876,O14757,3.400000617
CHEMBL1990346,P07948,3.100001583
CHEMBL1908395,O75914,2.568201724
CHEMBL191003,Q16566,4.0
CHEMBL1977374,Q7L7X3,4.0
CHEMBL1967302,Q9Y6M4,3.799999763
CHEMBL500292,Q02156,4.913813852
CHEMBL1421720,P48729,2.800001828
CHEMBL235345,P24941,3.301029996
CHEMBL1974254,Q13554,3.899999872
CHEMBL1242846,P42338,3.206825876
CHEMBL1972142,O96013,3.699999798
CHEMBL1988370,Q13188,3.299999496
CHEMBL2338333,P31749,3.414973348
CHEMBL422897,P11362,3.599999814
CHEMBL1973359,O96013,2.900000965
CHEMBL522892,Q96L34,2.615224461
CHEMBL1081312,Q02750,2.600003087
CHEMBL1981720,P51817,3.199999125
CHEMBL1980540,P31751,3.899999872
CHEMBL41783,P27448,3.799999763
CHEMBL574738,P29597,3.322219295
CHEMBL1995172,Q05513,3.899999872
CHEMBL300138,P36507,4.0
CHEMBL1993243,P11362,1.700011062
CHEMBL379835,O14920,3.500000321
CHEMBL1992536,O15530,3.599999814
CHEMBL386051,P42685,0.612783857
CHEMBL384304,Q52WX2,4.0
CHEMBL572881,Q04912,4.0
CHEMBL1973793,Q07912,3.599999814
CHEMBL521470,P08581,0.84509804
CHEMBL1421,Q16644,4.0
CHEMBL1973211,P17948,-0.100179498
CHEMBL275224,P05129,4.397940009
CHEMBL1987793,P11362,3.699999798
CHEMBL939,Q13882,3.649999748
CHEMBL1994361,Q16620,3.699999798
CHEMBL1682545,O15075,4.0
CHEMBL1241674,Q9BZL6,4.0
CHEMBL445813,O43318,4.0
CHEMBL941,Q8TDR2,4.0
CHEMBL394619,P51451,2.600003087
CHEMBL1972659,P48729,3.799999763
CHEMBL2006715,Q13188,2.099991234
CHEMBL379218,Q8N5S9,2.908485019
CHEMBL1976134,P12931,3.0
CHEMBL1190711,P42679,3.299999496
CHEMBL105442,P12931,4.0
CHEMBL1971186,P16591,3.199999125
CHEMBL1967531,P41743,3.500000321
CHEMBL1241674,P51812,2.301029996
CHEMBL394790,Q9Y243,4.0
CHEMBL1997846,Q04771,3.599999814
CHEMBL1982957,Q13976,3.299999496
CHEMBL1233882,P54760,2.380211242
CHEMBL941,Q9NRH2,4.0
CHEMBL1994693,P29317,3.500000321
CHEMBL1991063,Q9H3Y6,3.199999125
CHEMBL1970369,P11309,4.0
CHEMBL340384,Q9H2G2,3.599999814
CHEMBL1982874,P06213,3.400000617
CHEMBL1982660,Q9UEE5,2.700002397
CHEMBL1968406,P78368,3.699999798
CHEMBL477772,P42679,4.0
CHEMBL1236107,P11309,4.0
CHEMBL1980802,P23443,3.799999763
CHEMBL1994830,P06241,2.900000965
CHEMBL1992323,P17612,3.899999872
CHEMBL1375418,Q7KZI7,3.899999872
CHEMBL1972576,P10721,3.100001583
CHEMBL1993781,Q06418,3.299999496
CHEMBL1825138,P35968,3.400000617
CHEMBL1990346,P31749,3.699999798
CHEMBL1996587,Q96SB4,3.899999872
CHEMBL411351,Q02156,4.176091259
CHEMBL1997007,P35968,2.300008203
CHEMBL1978014,Q9NYL2,3.899999872
CHEMBL484390,P68400,3.799999763
CHEMBL2001641,Q13131,3.799999763
CHEMBL1997764,P11362,3.699999798
CHEMBL1981744,P50750,3.199999125
CHEMBL177780,Q04759,5.0
CHEMBL462120,Q96GD4,3.799999763
CHEMBL464552,Q8IY84,4.0
CHEMBL1979855,O00444,3.599999814
CHEMBL371169,P49840,2.782472624
CHEMBL1964413,Q9H2X6,3.500000321
CHEMBL412142,O60674,3.199999125
CHEMBL482767,O43293,3.599999814
CHEMBL1974935,Q16620,3.699999798
CHEMBL526133,Q9NWZ3,4.0
CHEMBL483158,O60674,3.299999496
CHEMBL1682553,O14965,3.599999814
CHEMBL1972355,P11362,2.700002397
CHEMBL119385,Q14012,3.949999936
CHEMBL1991846,P45984,3.599999814
CHEMBL1966035,Q13554,3.899999872
CHEMBL1421720,Q04771,3.500000321
CHEMBL1230020,P54753,4.0
CHEMBL493937,Q9P289,4.0
CHEMBL82137,Q02156,4.397940009
CHEMBL1375640,Q9NYL2,3.899999872
CHEMBL259084,P11802,4.0
CHEMBL573339,P54646,4.0
CHEMBL573339,O15111,3.230448921
CHEMBL1971245,O96017,3.199999125
CHEMBL1974664,Q06418,3.0
CHEMBL2006156,P35968,3.899999872
CHEMBL2000685,O15111,2.700002397
CHEMBL1992634,P48730,3.899999872
CHEMBL377300,P27361,4.0
CHEMBL574738,P37173,2.414973348
CHEMBL1984760,Q04759,3.400000617
CHEMBL1967531,Q9UM73,3.100001583
CHEMBL1969049,P00533,3.299999496
CHEMBL1289926,Q6ZN16,4.0
CHEMBL249697,P12931,4.0
CHEMBL1977148,Q7L7X3,4.0
CHEMBL2002599,O96013,3.699999798
CHEMBL1957190,P09619,4.544068044
CHEMBL225519,P36507,3.599999814
CHEMBL1979357,O15530,3.599999814
CHEMBL1970352,O95819,3.699999798
CHEMBL2006439,Q9UM73,3.599999814
CHEMBL507308,Q02156,3.602059991
CHEMBL1997534,Q13554,3.500000321
CHEMBL1964307,O14757,3.899999872
