Drug_ID,Protein_ID,KIBA_affinity,Drug_Cluster_ID,Protein_Cluster_ID
CHEMBL1980715,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1980802,P45984,3.599999814,Cluster_98,Cluster_98
CHEMBL1980896,P45984,3.599999814,Cluster_188,Cluster_98
CHEMBL1981045,P45984,3.599999814,Cluster_47,Cluster_98
CHEMBL1981047,P45984,3.599999814,Cluster_379,Cluster_98
CHEMBL1981079,P45984,3.199999125,Cluster_357,Cluster_98
CHEMBL1981133,P45984,3.599999814,Cluster_546,Cluster_98
CHEMBL1981492,P45984,4.500000047,Cluster_-1,Cluster_98
CHEMBL1981720,P45984,3.599999814,Cluster_589,Cluster_98
CHEMBL1981725,P45984,2.099991234,Cluster_107,Cluster_98
CHEMBL1981782,P45984,3.599999814,Cluster_611,Cluster_98
CHEMBL1981792,P45984,3.299999496,Cluster_573,Cluster_98
CHEMBL1982383,P45984,2.300008203,Cluster_454,Cluster_98
CHEMBL1982413,P45984,3.500000321,Cluster_-1,Cluster_98
CHEMBL1982466,P45984,3.599999814,Cluster_429,Cluster_98
CHEMBL1982476,P45984,2.900000965,Cluster_76,Cluster_98
CHEMBL1982506,P45984,3.599999814,Cluster_209,Cluster_98
CHEMBL1982563,P45984,1.400019635,Cluster_483,Cluster_98
CHEMBL1982610,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1982700,P45984,3.599999814,Cluster_400,Cluster_98
CHEMBL1982866,P45984,3.400000617,Cluster_490,Cluster_98
CHEMBL1982874,P45984,1.400019635,Cluster_-1,Cluster_98
CHEMBL1982924,P45984,3.599999814,Cluster_403,Cluster_98
CHEMBL1982980,P45984,3.599999814,Cluster_489,Cluster_98
CHEMBL1982992,P45984,3.599999814,Cluster_432,Cluster_98
CHEMBL1983006,P45984,3.599999814,Cluster_446,Cluster_98
CHEMBL1983070,P45984,3.599999814,Cluster_282,Cluster_98
CHEMBL1983111,P45984,2.900000965,Cluster_193,Cluster_98
CHEMBL1983268,P45984,3.599999814,Cluster_72,Cluster_98
CHEMBL1983348,P45984,2.400002346,Cluster_541,Cluster_98
CHEMBL1983393,P45984,3.599999814,Cluster_612,Cluster_98
CHEMBL1983534,P45984,3.599999814,Cluster_409,Cluster_98
CHEMBL1983575,P45984,3.100001583,Cluster_604,Cluster_98
CHEMBL1983640,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1983715,P45984,1.599992178,Cluster_350,Cluster_98
CHEMBL1983932,P45984,3.599999814,Cluster_498,Cluster_98
CHEMBL1983945,P45984,3.599999814,Cluster_499,Cluster_98
CHEMBL1983963,P45984,3.500000321,Cluster_520,Cluster_98
CHEMBL1983980,P45984,3.500000321,Cluster_587,Cluster_98
CHEMBL1984038,P45984,3.599999814,Cluster_48,Cluster_98
CHEMBL1984162,P45984,3.500000321,Cluster_101,Cluster_98
CHEMBL1984191,P45984,2.900000965,Cluster_436,Cluster_98
CHEMBL1984236,P45984,3.599999814,Cluster_537,Cluster_98
CHEMBL1984363,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1984367,P45984,3.199999125,Cluster_536,Cluster_98
CHEMBL1984500,P45984,4.899999981,Cluster_173,Cluster_98
CHEMBL1984586,P45984,3.599999814,Cluster_520,Cluster_98
CHEMBL1984700,P45984,1.700011062,Cluster_475,Cluster_98
CHEMBL1984760,P45984,3.400000617,Cluster_402,Cluster_98
CHEMBL1984788,P45984,3.599999814,Cluster_63,Cluster_98
CHEMBL1984842,P45984,1.599992178,Cluster_475,Cluster_98
CHEMBL1985095,P45984,3.100001583,Cluster_495,Cluster_98
CHEMBL1985206,P45984,3.599999814,Cluster_128,Cluster_98
CHEMBL1985311,P45984,3.599999814,Cluster_242,Cluster_98
CHEMBL1985367,P45984,3.500000321,Cluster_462,Cluster_98
CHEMBL1985406,P45984,2.900000965,Cluster_148,Cluster_98
CHEMBL1985566,P45984,3.599999814,Cluster_47,Cluster_98
CHEMBL1985681,P45984,3.599999814,Cluster_317,Cluster_98
CHEMBL1986139,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1986177,P45984,3.599999814,Cluster_612,Cluster_98
CHEMBL1986186,P45984,3.599999814,Cluster_513,Cluster_98
CHEMBL1986263,P45984,2.400002346,Cluster_-1,Cluster_98
CHEMBL1986265,P45984,3.599999814,Cluster_202,Cluster_98
CHEMBL1986499,P45984,3.599999814,Cluster_240,Cluster_98
CHEMBL1986503,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1986530,P45984,3.599999814,Cluster_439,Cluster_98
CHEMBL1986590,P45984,3.599999814,Cluster_235,Cluster_98
CHEMBL1986597,P45984,3.500000321,Cluster_63,Cluster_98
CHEMBL1986756,P45984,3.599999814,Cluster_498,Cluster_98
CHEMBL1986781,P45984,1.2999429,Cluster_217,Cluster_98
CHEMBL1986869,P45984,3.599999814,Cluster_267,Cluster_98
CHEMBL1986899,P45984,3.599999814,Cluster_490,Cluster_98
CHEMBL1986943,P45984,2.400002346,Cluster_61,Cluster_98
CHEMBL1987009,P45984,2.500003068,Cluster_-1,Cluster_98
CHEMBL1987034,P45984,0.800029359,Cluster_578,Cluster_98
CHEMBL1987054,P45984,3.500000321,Cluster_101,Cluster_98
CHEMBL1987359,P45984,3.599999814,Cluster_209,Cluster_98
CHEMBL1987430,P45984,3.599999814,Cluster_469,Cluster_98
CHEMBL1987533,P45984,3.599999814,Cluster_600,Cluster_98
CHEMBL1987648,P45984,2.099991234,Cluster_29,Cluster_98
CHEMBL1987679,P45984,3.599999814,Cluster_501,Cluster_98
CHEMBL1987756,P45984,3.599999814,Cluster_383,Cluster_98
CHEMBL1987793,P45984,3.599999814,Cluster_391,Cluster_98
CHEMBL1987910,P45984,3.599999814,Cluster_293,Cluster_98
CHEMBL1987998,P45984,3.599999814,Cluster_202,Cluster_98
CHEMBL1988075,P45984,3.599999814,Cluster_203,Cluster_98
CHEMBL1988163,P45984,1.599992178,Cluster_424,Cluster_98
CHEMBL1988173,P45984,3.599999814,Cluster_604,Cluster_98
CHEMBL1988300,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1988370,P45984,3.599999814,Cluster_335,Cluster_98
CHEMBL1988387,P45984,3.299999496,Cluster_203,Cluster_98
CHEMBL1988437,P45984,3.599999814,Cluster_234,Cluster_98
CHEMBL1988537,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1988581,P45984,1.899984563,Cluster_-1,Cluster_98
CHEMBL1988594,P45984,3.599999814,Cluster_293,Cluster_98
CHEMBL1988608,P45984,3.599999814,Cluster_597,Cluster_98
CHEMBL1988717,P45984,3.599999814,Cluster_203,Cluster_98
CHEMBL1988995,P45984,3.299999496,Cluster_134,Cluster_98
CHEMBL1989043,P45984,3.599999814,Cluster_191,Cluster_98
CHEMBL1989265,P45984,3.599999814,Cluster_116,Cluster_98
CHEMBL1989267,P45984,3.599999814,Cluster_396,Cluster_98
CHEMBL1989471,P45984,3.400000617,Cluster_209,Cluster_98
CHEMBL1989474,P45984,3.400000617,Cluster_490,Cluster_98
CHEMBL1989518,P45984,3.599999814,Cluster_14,Cluster_98
CHEMBL1989805,P45984,3.599999814,Cluster_252,Cluster_98
CHEMBL1989856,P45984,3.599999814,Cluster_237,Cluster_98
CHEMBL1990223,P45984,3.599999814,Cluster_377,Cluster_98
CHEMBL1990288,P45984,1.700010768,Cluster_319,Cluster_98
CHEMBL1990346,P45984,3.599999814,Cluster_565,Cluster_98
CHEMBL1990415,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1990482,P45984,3.599999814,Cluster_461,Cluster_98
CHEMBL1990496,P45984,1.899984563,Cluster_584,Cluster_98
CHEMBL1990583,P45984,2.900000965,Cluster_325,Cluster_98
CHEMBL1990590,P45984,3.599999814,Cluster_385,Cluster_98
CHEMBL1990884,P45984,3.599999814,Cluster_139,Cluster_98
CHEMBL1991138,P45984,3.599999814,Cluster_185,Cluster_98
CHEMBL1991180,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1991188,P45984,3.599999814,Cluster_280,Cluster_98
CHEMBL1991356,P45984,3.599999814,Cluster_283,Cluster_98
CHEMBL1991395,P45984,1.700011062,Cluster_482,Cluster_98
CHEMBL1991410,P45984,3.599999814,Cluster_443,Cluster_98
CHEMBL1991429,P45984,1.10002573,Cluster_575,Cluster_98
CHEMBL1991434,P45984,3.599999814,Cluster_59,Cluster_98
CHEMBL1991577,P45984,3.599999814,Cluster_164,Cluster_98
CHEMBL1991640,P45984,3.599999814,Cluster_399,Cluster_98
CHEMBL1991674,P45984,3.500000321,Cluster_61,Cluster_98
CHEMBL1991678,P45984,1.599992178,Cluster_198,Cluster_98
CHEMBL1991728,P45984,3.599999814,Cluster_254,Cluster_98
CHEMBL1991734,P45984,3.400000617,Cluster_554,Cluster_98
CHEMBL1991782,P45984,4.899999981,Cluster_128,Cluster_98
CHEMBL1991800,P45984,1.499961866,Cluster_454,Cluster_98
CHEMBL1992073,P45984,3.599999814,Cluster_89,Cluster_98
CHEMBL1992242,P45984,3.599999814,Cluster_58,Cluster_98
CHEMBL1992323,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1992342,P45984,3.599999814,Cluster_524,Cluster_98
CHEMBL1992581,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1992634,P45984,3.599999814,Cluster_466,Cluster_98
CHEMBL1992645,P45984,3.599999814,Cluster_572,Cluster_98
CHEMBL1992740,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1992796,P45984,3.599999814,Cluster_399,Cluster_98
CHEMBL1992937,P45984,3.299999496,Cluster_408,Cluster_98
CHEMBL1993166,P45984,3.599999814,Cluster_254,Cluster_98
CHEMBL1993413,P45984,3.599999814,Cluster_443,Cluster_98
CHEMBL1993424,P45984,3.500000321,Cluster_424,Cluster_98
CHEMBL1993584,P45984,3.599999814,Cluster_502,Cluster_98
CHEMBL1993661,P45984,2.0,Cluster_-1,Cluster_98
CHEMBL1993722,P45984,3.599999814,Cluster_221,Cluster_98
CHEMBL1993904,P45984,2.800001828,Cluster_345,Cluster_98
CHEMBL1993941,P45984,3.599999814,Cluster_203,Cluster_98
CHEMBL1994040,P45984,1.599992178,Cluster_483,Cluster_98
CHEMBL1994074,P45984,2.800001828,Cluster_467,Cluster_98
CHEMBL1994308,P45984,3.599999814,Cluster_383,Cluster_98
CHEMBL1994318,P45984,3.599999814,Cluster_531,Cluster_98
CHEMBL1994526,P45984,3.599999814,Cluster_239,Cluster_98
CHEMBL1994555,P45984,3.599999814,Cluster_287,Cluster_98
CHEMBL1994977,P45984,3.599999814,Cluster_451,Cluster_98
CHEMBL1995211,P45984,3.599999814,Cluster_366,Cluster_98
CHEMBL1995592,P45984,2.900000965,Cluster_445,Cluster_98
CHEMBL1995736,P45984,3.599999814,Cluster_63,Cluster_98
CHEMBL1995740,P45984,3.599999814,Cluster_46,Cluster_98
CHEMBL1995813,P45984,3.599999814,Cluster_105,Cluster_98
CHEMBL1995832,P45984,1.10002573,Cluster_198,Cluster_98
CHEMBL1996048,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1996155,P45984,3.599999814,Cluster_502,Cluster_98
CHEMBL1996176,P45984,3.100001583,Cluster_235,Cluster_98
CHEMBL1996390,P45984,3.299999496,Cluster_304,Cluster_98
CHEMBL1996500,P45984,2.200001865,Cluster_199,Cluster_98
CHEMBL1996510,P45984,3.599999814,Cluster_166,Cluster_98
CHEMBL1996543,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1996576,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1996702,P45984,3.400000617,Cluster_46,Cluster_98
CHEMBL1996791,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1996817,P45984,3.599999814,Cluster_467,Cluster_98
CHEMBL1996831,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1996979,P45984,2.800001828,Cluster_318,Cluster_98
CHEMBL1997007,P45984,3.400000617,Cluster_402,Cluster_98
CHEMBL1997023,P45984,3.599999814,Cluster_310,Cluster_98
CHEMBL1997025,P45984,3.599999814,Cluster_63,Cluster_98
CHEMBL1997129,P45984,1.899984563,Cluster_125,Cluster_98
CHEMBL1997193,P45984,3.599999814,Cluster_397,Cluster_98
CHEMBL1997275,P45984,3.599999814,Cluster_466,Cluster_98
CHEMBL1997335,P45984,3.500000321,Cluster_283,Cluster_98
CHEMBL1997340,P45984,3.599999814,Cluster_440,Cluster_98
CHEMBL1997503,P45984,3.599999814,Cluster_578,Cluster_98
CHEMBL1997597,P45984,3.599999814,Cluster_524,Cluster_98
CHEMBL1997611,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1997623,P45984,3.599999814,Cluster_221,Cluster_98
CHEMBL1997759,P45984,3.599999814,Cluster_519,Cluster_98
CHEMBL1997822,P45984,3.599999814,Cluster_470,Cluster_98
CHEMBL1997846,P45984,3.500000321,Cluster_-1,Cluster_98
CHEMBL1997872,P45984,3.599999814,Cluster_440,Cluster_98
CHEMBL1998110,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1998112,P45984,3.599999814,Cluster_205,Cluster_98
CHEMBL1998121,P45984,3.599999814,Cluster_527,Cluster_98
CHEMBL1998159,P45984,3.599999814,Cluster_255,Cluster_98
CHEMBL1998193,P45984,3.599999814,Cluster_599,Cluster_98
CHEMBL1998253,P45984,3.599999814,Cluster_369,Cluster_98
CHEMBL1998470,P45984,3.599999814,Cluster_105,Cluster_98
CHEMBL1998585,P45984,2.099991234,Cluster_-1,Cluster_98
CHEMBL1998611,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL1998680,P45984,3.100001583,Cluster_449,Cluster_98
CHEMBL1998829,P45984,3.599999814,Cluster_318,Cluster_98
CHEMBL1999112,P45984,3.599999814,Cluster_252,Cluster_98
CHEMBL1999321,P45984,3.599999814,Cluster_171,Cluster_98
CHEMBL1999484,P45984,1.899984563,Cluster_350,Cluster_98
CHEMBL1999590,P45984,3.299999496,Cluster_135,Cluster_98
CHEMBL1999714,P45984,3.599999814,Cluster_260,Cluster_98
CHEMBL1999718,P45984,3.599999814,Cluster_455,Cluster_98
CHEMBL1999811,P45984,3.400000617,Cluster_-1,Cluster_98
CHEMBL1999918,P45984,3.0,Cluster_345,Cluster_98
CHEMBL2000071,P45984,3.599999814,Cluster_467,Cluster_98
CHEMBL2000104,P45984,3.199999125,Cluster_448,Cluster_98
CHEMBL2000114,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2000335,P45984,3.599999814,Cluster_373,Cluster_98
CHEMBL2000354,P45984,3.599999814,Cluster_59,Cluster_98
CHEMBL2000393,P45984,3.599999814,Cluster_399,Cluster_98
CHEMBL2000429,P45984,0.800029359,Cluster_475,Cluster_98
CHEMBL2000685,P45984,3.100001583,Cluster_254,Cluster_98
CHEMBL2000724,P45984,3.599999814,Cluster_385,Cluster_98
CHEMBL2000801,P45984,3.599999814,Cluster_594,Cluster_98
CHEMBL2000832,P45984,3.599999814,Cluster_47,Cluster_98
CHEMBL2000894,P45984,3.599999814,Cluster_445,Cluster_98
CHEMBL2001239,P45984,3.599999814,Cluster_220,Cluster_98
CHEMBL2001485,P45984,3.599999814,Cluster_561,Cluster_98
CHEMBL2001539,P45984,3.899999872,Cluster_260,Cluster_98
CHEMBL2001547,P45984,2.200001865,Cluster_199,Cluster_98
CHEMBL2001584,P45984,3.599999814,Cluster_532,Cluster_98
CHEMBL2001751,P45984,2.600003087,Cluster_394,Cluster_98
CHEMBL2001920,P45984,3.199999125,Cluster_307,Cluster_98
CHEMBL2001923,P45984,3.599999814,Cluster_281,Cluster_98
CHEMBL2001957,P45984,0.800029359,Cluster_510,Cluster_98
CHEMBL2001987,P45984,3.599999814,Cluster_573,Cluster_98
CHEMBL2001998,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2002099,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2002323,P45984,3.599999814,Cluster_106,Cluster_98
CHEMBL2002446,P45984,3.599999814,Cluster_192,Cluster_98
CHEMBL2002479,P45984,3.400000617,Cluster_250,Cluster_98
CHEMBL2002586,P45984,3.599999814,Cluster_382,Cluster_98
CHEMBL2002599,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2002649,P45984,3.199999125,Cluster_209,Cluster_98
CHEMBL2002690,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2002723,P45984,3.500000321,Cluster_402,Cluster_98
CHEMBL2002992,P45984,3.599999814,Cluster_239,Cluster_98
CHEMBL2003271,P45984,3.599999814,Cluster_357,Cluster_98
CHEMBL2003286,P45984,3.599999814,Cluster_60,Cluster_98
CHEMBL2003420,P45984,3.599999814,Cluster_599,Cluster_98
CHEMBL2003456,P45984,3.599999814,Cluster_438,Cluster_98
CHEMBL2003482,P45984,3.599999814,Cluster_600,Cluster_98
CHEMBL2003524,P45984,3.599999814,Cluster_209,Cluster_98
CHEMBL2003785,P45984,4.699999971,Cluster_-1,Cluster_98
CHEMBL2003817,P45984,3.599999814,Cluster_614,Cluster_98
CHEMBL2004290,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2004311,P45984,3.599999814,Cluster_57,Cluster_98
CHEMBL2004355,P45984,0.800029359,Cluster_321,Cluster_98
CHEMBL2004365,P45984,3.599999814,Cluster_252,Cluster_98
CHEMBL2004438,P45984,3.599999814,Cluster_547,Cluster_98
CHEMBL2004544,P45984,3.599999814,Cluster_424,Cluster_98
CHEMBL2004615,P45984,3.599999814,Cluster_302,Cluster_98
CHEMBL2004637,P45984,3.599999814,Cluster_558,Cluster_98
CHEMBL2004716,P45984,3.100001583,Cluster_76,Cluster_98
CHEMBL2004771,P45984,3.599999814,Cluster_155,Cluster_98
CHEMBL2004872,P45984,3.599999814,Cluster_269,Cluster_98
CHEMBL2004887,P45984,5.0,Cluster_-1,Cluster_98
CHEMBL2004892,P45984,3.599999814,Cluster_524,Cluster_98
CHEMBL2004934,P45984,3.599999814,Cluster_280,Cluster_98
CHEMBL2005375,P45984,3.599999814,Cluster_389,Cluster_98
CHEMBL2005475,P45984,2.600003087,Cluster_588,Cluster_98
CHEMBL2005528,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2005631,P45984,3.599999814,Cluster_76,Cluster_98
CHEMBL2005699,P45984,2.900000965,Cluster_-1,Cluster_98
CHEMBL2005792,P45984,1.899984563,Cluster_29,Cluster_98
CHEMBL2005828,P45984,3.599999814,Cluster_373,Cluster_98
CHEMBL2005886,P45984,3.599999814,Cluster_435,Cluster_98
CHEMBL2005936,P45984,2.900000965,Cluster_148,Cluster_98
CHEMBL2006010,P45984,3.599999814,Cluster_573,Cluster_98
CHEMBL2006188,P45984,3.599999814,Cluster_280,Cluster_98
CHEMBL2006237,P45984,3.599999814,Cluster_119,Cluster_98
CHEMBL2006263,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2006276,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2006439,P45984,3.500000321,Cluster_151,Cluster_98
CHEMBL2006450,P45984,3.599999814,Cluster_105,Cluster_98
CHEMBL2006493,P45984,3.599999814,Cluster_209,Cluster_98
CHEMBL2006564,P45984,2.700002397,Cluster_541,Cluster_98
CHEMBL2006567,P45984,2.700002397,Cluster_294,Cluster_98
CHEMBL2006580,P45984,3.599999814,Cluster_433,Cluster_98
CHEMBL2006581,P45984,0.800029359,Cluster_321,Cluster_98
CHEMBL2006674,P45984,3.599999814,Cluster_199,Cluster_98
CHEMBL2006765,P45984,2.300008203,Cluster_402,Cluster_98
CHEMBL2006785,P45984,3.599999814,Cluster_489,Cluster_98
CHEMBL2006933,P45984,3.599999814,Cluster_488,Cluster_98
CHEMBL2007002,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2007044,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL2007073,P45984,3.100001583,Cluster_451,Cluster_98
CHEMBL2007124,P45984,3.599999814,Cluster_594,Cluster_98
CHEMBL2007151,P45984,3.599999814,Cluster_335,Cluster_98
CHEMBL2007266,P45984,3.599999814,Cluster_139,Cluster_98
CHEMBL2007296,P45984,3.599999814,Cluster_269,Cluster_98
CHEMBL2007372,P45984,2.500003068,Cluster_29,Cluster_98
CHEMBL2007479,P45984,3.599999814,Cluster_267,Cluster_98
CHEMBL2007559,P45984,3.599999814,Cluster_402,Cluster_98
CHEMBL2007574,P45984,3.599999814,Cluster_114,Cluster_98
CHEMBL2007592,P45984,3.199999125,Cluster_340,Cluster_98
CHEMBL202721,P45984,3.599999814,Cluster_473,Cluster_98
CHEMBL2031893,P45984,5.0,Cluster_-1,Cluster_98
CHEMBL204420,P45984,4.0,Cluster_356,Cluster_98
CHEMBL206783,P45984,4.0,Cluster_352,Cluster_98
CHEMBL207037,P45984,4.0,Cluster_354,Cluster_98
CHEMBL207130,P45984,4.0,Cluster_377,Cluster_98
CHEMBL207235,P45984,4.0,Cluster_352,Cluster_98
CHEMBL207246,P45984,4.0,Cluster_354,Cluster_98
CHEMBL207253,P45984,3.525778766,Cluster_-1,Cluster_98
CHEMBL207400,P45984,2.962078496,Cluster_-1,Cluster_98
CHEMBL207445,P45984,4.0,Cluster_485,Cluster_98
CHEMBL207584,P45984,4.0,Cluster_-1,Cluster_98
CHEMBL207674,P45984,4.0,Cluster_355,Cluster_98
CHEMBL207718,P45984,4.0,Cluster_377,Cluster_98
CHEMBL207815,P45984,4.0,Cluster_568,Cluster_98
CHEMBL207995,P45984,3.599999814,Cluster_446,Cluster_98
CHEMBL208048,P45984,4.0,Cluster_333,Cluster_98
CHEMBL208292,P45984,4.0,Cluster_352,Cluster_98
CHEMBL208637,P45984,2.788910636,Cluster_5,Cluster_98
CHEMBL209534,P45984,1.708943391,Cluster_5,Cluster_98
CHEMBL210032,P45984,3.546758777,Cluster_294,Cluster_98
CHEMBL211003,P45984,4.0,Cluster_400,Cluster_98
CHEMBL2111784,P45984,2.416640507,Cluster_381,Cluster_98
CHEMBL211378,P45984,3.599999814,Cluster_520,Cluster_98
CHEMBL21156,P45984,1.899984563,Cluster_-1,Cluster_98
CHEMBL213423,P45984,4.0,Cluster_301,Cluster_98
CHEMBL213505,P45984,3.599999814,Cluster_325,Cluster_98
CHEMBL214198,P45984,4.0,Cluster_301,Cluster_98
CHEMBL215152,P45984,3.799999907,Cluster_234,Cluster_98
CHEMBL215652,P45984,4.0,Cluster_301,Cluster_98
CHEMBL215943,P45984,2.238046103,Cluster_533,Cluster_98
CHEMBL217090,P45984,4.0,Cluster_-1,Cluster_98
CHEMBL217092,P45984,4.0,Cluster_153,Cluster_98
CHEMBL2178352,P45984,3.176091259,Cluster_107,Cluster_98
CHEMBL219722,P45984,3.599999814,Cluster_243,Cluster_98
CHEMBL220057,P45984,3.199999125,Cluster_519,Cluster_98
CHEMBL220241,P45984,3.599999814,Cluster_133,Cluster_98
CHEMBL223257,P45984,3.599999814,Cluster_98,Cluster_98
CHEMBL223360,P45984,2.790105183,Cluster_-1,Cluster_98
CHEMBL223367,P45984,3.799999907,Cluster_98,Cluster_98
CHEMBL223460,P45984,3.799999907,Cluster_98,Cluster_98
CHEMBL225519,P45984,3.599999814,Cluster_125,Cluster_98
CHEMBL226403,P45984,3.120009734,Cluster_125,Cluster_98
CHEMBL226471,P45984,3.001611769,Cluster_125,Cluster_98
CHEMBL230011,P45984,4.0,Cluster_-1,Cluster_98
CHEMBL231209,P45984,3.599999814,Cluster_324,Cluster_98
CHEMBL232601,P45984,2.500003068,Cluster_535,Cluster_98
CHEMBL233001,P45984,2.500003068,Cluster_535,Cluster_98
CHEMBL234085,P45984,3.599999814,Cluster_89,Cluster_98
CHEMBL242865,P45984,0.699837726,Cluster_28,Cluster_98
CHEMBL244378,P45984,0.198657087,Cluster_27,Cluster_98
CHEMBL246970,P45984,3.599999814,Cluster_101,Cluster_98
CHEMBL24828,P45984,3.799999907,Cluster_335,Cluster_98
CHEMBL248757,P45984,3.599999814,Cluster_98,Cluster_98
CHEMBL249697,P45984,4.0,Cluster_543,Cluster_98
CHEMBL253969,P45984,3.0,Cluster_224,Cluster_98
CHEMBL256835,P45984,2.800001828,Cluster_286,Cluster_98
CHEMBL259084,P45984,3.799999907,Cluster_530,Cluster_98
CHEMBL259850,P45984,3.599999814,Cluster_408,Cluster_98
CHEMBL260135,P45984,3.599999814,Cluster_565,Cluster_98
CHEMBL261849,P45984,3.799999907,Cluster_-1,Cluster_98
CHEMBL271381,P45984,3.299999496,Cluster_-1,Cluster_98
CHEMBL272453,P45984,3.599999814,Cluster_373,Cluster_98
CHEMBL272888,P45984,3.632457292,Cluster_533,Cluster_98
CHEMBL274064,P45984,3.400000617,Cluster_286,Cluster_98
CHEMBL278041,P45984,2.300351308,Cluster_136,Cluster_98
CHEMBL296468,P45984,3.799999907,Cluster_559,Cluster_98
CHEMBL296586,P45984,3.599999814,Cluster_126,Cluster_98
CHEMBL303144,P45984,3.068185862,Cluster_381,Cluster_98
CHEMBL305178,P45984,3.009817736,Cluster_381,Cluster_98
CHEMBL316264,P45984,2.700002397,Cluster_136,Cluster_98
CHEMBL31965,P45984,3.041392685,Cluster_-1,Cluster_98
CHEMBL326282,P45984,3.599999814,Cluster_530,Cluster_98
CHEMBL336961,P45984,3.599999814,Cluster_126,Cluster_98
CHEMBL340921,P45984,3.599999814,Cluster_445,Cluster_98
CHEMBL360847,P45984,3.599999814,Cluster_-1,Cluster_98
CHEMBL363648,P45984,2.0,Cluster_136,Cluster_98
CHEMBL371206,P45984,3.199999125,Cluster_57,Cluster_98
CHEMBL373598,P45984,3.799999907,Cluster_98,Cluster_98
CHEMBL375284,P45984,3.599999814,Cluster_520,Cluster_98
CHEMBL376967,P45984,4.0,Cluster_333,Cluster_98
CHEMBL377300,P45984,4.0,Cluster_470,Cluster_98
CHEMBL377383,P45984,1.361375848,Cluster_321,Cluster_98
CHEMBL377408,P45984,1.053185808,Cluster_321,Cluster_98
CHEMBL377772,P45984,4.0,Cluster_352,Cluster_98
CHEMBL378370,P45984,4.0,Cluster_355,Cluster_98
CHEMBL378627,P45984,0.99997137,Cluster_446,Cluster_98
CHEMBL379601,P45984,4.0,Cluster_355,Cluster_98
CHEMBL379835,P45984,3.199345649,Cluster_495,Cluster_98
CHEMBL379905,P45984,4.0,Cluster_485,Cluster_98
CHEMBL379929,P45984,4.0,Cluster_-1,Cluster_98
CHEMBL379975,P45984,3.599999814,Cluster_229,Cluster_98
CHEMBL380386,P45984,4.0,Cluster_333,Cluster_98
CHEMBL380454,P45984,4.0,Cluster_-1,Cluster_98
CHEMBL380889,P45984,4.0,Cluster_333,Cluster_98
CHEMBL382822,P45984,4.0,Cluster_317,Cluster_98
CHEMBL383760,P45984,4.0,Cluster_479,Cluster_98
CHEMBL394619,P45984,3.199999125,Cluster_520,Cluster_98
CHEMBL394790,P45984,3.599999814,Cluster_325,Cluster_98
CHEMBL396523,P45984,0.399673721,Cluster_28,Cluster_98
CHEMBL402846,P45984,3.100001583,Cluster_-1,Cluster_98
CHEMBL404367,P45984,3.199999125,Cluster_518,Cluster_98
CHEMBL406845,P45984,3.199999125,Cluster_131,Cluster_98
CHEMBL410295,P45984,4.602059991,Cluster_272,Cluster_98
CHEMBL412142,P45984,3.599999814,Cluster_220,Cluster_98
CHEMBL413779,P45984,3.599999814,Cluster_98,Cluster_98
CHEMBL41783,P45984,3.599999814,Cluster_603,Cluster_98
CHEMBL422897,P45984,3.599999814,Cluster_101,Cluster_98
CHEMBL424872,P45984,1.492660077,Cluster_321,Cluster_98
CHEMBL437747,P45984,1.2999429,Cluster_593,Cluster_98
CHEMBL440084,P45984,3.799999907,Cluster_284,Cluster_98
CHEMBL447602,P45984,3.672097858,Cluster_395,Cluster_98
